"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150"
8.731,10.465,9.139,12.537,11.47,12.392,12.6,12.518,10.757,13.428,15.069,13.568,14.537,13.211,13.26,13.315,13.493,12.995,12.303,13.269,12.58,14.385,14.422,14.581,14.244,13.336,13.262,13.33,10.923,13.453,13.949,14.358,12.646,10.933,12.395,13.553,13.034,11.303,13.144,15.482,14.931,14.732,14.199,15.82,13.916,13.87,14.55,14.845,14.904,12.671,15.146,13.697,12.994,14.115,15.887,14.623,16.422,15.366,16.256,16.485,17.473,16.806,16.554,16.712,16.684,17.576,17.137,12.359,14.456,15.788,17.32,15.642,14.371,13.471,16.646,16.177,14.432,15.869,15.403,15.694,18.015,18.235,17.414,16.75,16.945,16.509,16.748,14.152,16.021,12.908,14.33,15.249,14.849,16.275,17.012,16.471,16.133,16.31,15.904,14.697,15.386,15.445,17.07,16.692,13.85,15.777,15.895,14.129,15.184,15.962,13.023,14.707,14.637,16.179,13.675,15.879,16.019,14.382,14.339,14.815,12.577,15.228,12.665,16.104,16.526,16.558,15.295,15.32,15.361,15.295,15.105,14.769,15.395,14.519,14.152,14.632,13.802,14.649,16.505,16.907,15.221,14.429,14.962,14.698,13.312,13.269,13.536,14.461,14.5,15.342
10.414,9.654,11.262,10.383,6.592,13.092,13.339,12.29,11.123,10.91,9.449,12.061,12.162,11.78,11.698,12.646,13.399,14.061,13.473,12.224,11.558,11.331,11.891,11.496,12.732,12.546,11.325,12.486,12.807,12.655,12.647,11.617,10.382,11.546,12.708,12.738,11.374,7.816,11.518,12.088,11.38,12.425,14.171,14.377,14.214,14.161,10.776,14.175,13.792,15.266,13.259,15.352,15.333,15.167,14.68,16.68,14.671,14.659,15.697,16.059,15.828,16.194,17.319,17.214,15.501,16.989,17.675,18.632,17.763,16.996,15.888,15.821,14.303,13.848,13.096,15.416,15.874,14.629,15.839,14.906,15.243,17.811,17.818,18.87,19.257,17.487,15.463,17.777,15.78,19.173,18.812,15.7,17.404,18.187,14.692,18.718,19.216,19.581,20.08,19.439,18.382,17.952,17.302,15.311,12.895,18.11,17.907,17.428,16.324,17.189,17.538,16.895,17.206,17.574,17.199,13.823,15.289,14.626,16.431,17.15,17.03,17.4,17.858,15.812,16.465,15.146,16.301,11.914,16.108,16.704,17.082,14.75,15.387,16.022,16.267,16.079,14.945,15.505,15.64,10.688,14.961,15.177,14.533,14.311,12.44,13.727,15.504,16.437,14.965,15.733
10.882,10.257,9.315,10.784,9.461,12.67,12.149,12.432,13.792,12.414,13.418,12.087,12.839,14.544,15.142,13.252,13.677,14.282,13.396,13.279,14.34,13.672,9.224,8.512,12.57,11.629,11.849,12.097,14.046,12.825,12.862,12.861,14.071,13.959,12.875,9.951,13.224,14.07,14.503,15.912,14.946,12.183,12.947,13.06,15.001,13.856,14.543,15.129,16.21,14.637,16.105,17.917,19.102,18.748,16.505,15.59,14.069,16.716,18.764,17.345,19.167,20.008,19.516,17.24,17.147,16.541,14.423,17.22,15.324,18.472,17.83,15.414,15.381,15.174,14.11,14.824,15.901,12.481,13.633,15.682,16.718,16.361,14.983,15.473,16.332,16.013,15.185,14.254,14.599,14.828,16.959,16.678,17.175,16.323,15.339,15.816,14.589,16.164,15.508,14.892,16.11,15.748,12.502,15.103,15.486,14.977,13.626,16.041,15.825,14.129,15.478,15.83,15.655,14.746,15.276,15.679,15.581,14.607,10.009,13.674,15.043,14.029,13.249,14.903,15.428,14.372,14.521,14.645,14.475,13.157,10.572,13.229,14.48,13.178,11.377,10.006,11.321,14.109,13.973,14.076,13.319,13.294,13.052,13.117,14.315,14.278,14.763,13.924,11.15,14.388
13.897,14.475,12.565,12.698,12.632,9.611,8.719,11.337,13.334,14.878,14.724,11.787,13.912,13.874,13.895,13.304,13.692,13.961,13.999,13.258,13.382,14.498,14.755,13.631,9.381,11.854,13.086,9.931,10.159,11.994,10.754,11.244,10.785,12.495,12.623,9.697,12.488,13.565,12.716,11.592,12.632,12.576,12.095,11.613,10.897,13.605,14.231,13.461,11.939,12.633,14.673,14.443,13.935,12.308,12.655,14.627,14.556,14.492,11.606,13.804,10.995,14.344,12.155,14.545,14.055,13.884,13.95,15.616,15.821,10.544,13.071,13.986,14.667,14.836,16.177,15.056,13.2,15.078,16.962,17.016,17.718,16.631,17.936,17.58,17.333,14.226,15.373,15.584,15.899,15.516,13.476,10.432,13.802,13.788,15.418,15.375,15.875,16.495,17.976,19.165,19.24,18.363,16.506,16.845,17.164,17.476,17.766,17.436,17.324,15.883,15.595,13.549,16.521,16.995,14.709,14.844,13.685,13.507,15.067,15.007,13.297,16.231,17.572,18.058,16.769,16.309,15.817,16.235,16.453,14.473,14.544,14.007,15.644,16.365,15.361,15.339,16.12,16.376,15.352,14.972,15.146,14.087,11.4,13.564,14.485,14.536,12.834,14.574,14.942,13.632
11.636,11.703,8.709,11.392,12.279,12.703,8.606,12.714,9.464,13.786,13.156,12.587,13.618,12.058,12.689,14.508,12.813,12.371,12.325,14.915,14.773,13.441,13.119,15.261,15.336,13.454,14.64,15.113,13.843,13.074,13.673,11.98,13.264,12.846,12.481,11.617,14.724,15.737,15.285,13.963,15.516,14.104,14.251,14.811,14.101,15.63,16.618,16.98,16.392,17.08,16.094,18.387,18.051,17.489,14.468,13.963,15.686,15.047,14.507,15.082,16.84,14.436,15.944,16.392,15.686,15.493,16.731,17.614,16.24,16.474,16.841,17.393,17.883,16.606,15.544,15.896,16.267,16.035,17.321,17.22,15.285,17.002,14.355,17.68,16.447,16.034,16.176,16.976,14.488,16.951,16.564,16.482,18.242,18.652,18.265,17.618,18.399,18.791,17.964,14.918,17.426,16.522,18.308,18.918,18.746,17.889,17.469,17.177,16.247,15.545,16.993,17.023,17.971,18.103,17.888,16.155,16.724,16.347,16.91,15.359,15.337,16.086,16.275,17.344,16.024,15.985,15.15,17.469,17.367,14.399,16.22,16.053,16.407,17.148,15.482,13.716,16.266,15.31,10.963,15.317,16.394,17.177,14.761,14.978,13.684,13.978,15.47,16.326,14.949,13.914
12.657,12.727,16.023,19.029,18.305,13.388,17.195,21.712,22.071,18.999,11.732,16.585,18.063,15.822,11.562,14.934,18.058,17.129,12.891,12.05,13.748,14.479,11.09,11.459,15.28,16.944,15.268,11.581,12.932,16.061,15.377,12.368,12.05,14.177,14.479,11.774,11.229,13.302,15.067,13.262,10.446,9.723,12.687,10.675,8.207,10.909,13.776,14.118,11.268,9.424,11.831,12.475,10.906,9.802,13.033,15.7,15.145,12.528,10.631,13.951,14.051,11.406,13.656,16.593,18.287,17.395,15.03,15.382,17.521,18.032,14.366,16.976,18.853,18.787,16.567,13.692,15.628,16.827,14.662,16.542,18.028,19.126,18.23,15.698,17.253,18.803,19.141,17.979,14.568,17.939,19.1,18.267,15.59,16.742,18.182,17.86,16.251,16.348,17.905,18.078,15.315,16.593,18.394,19.341,18.158,16.404,16.639,18.76,18.434,15.624,16.252,18.039,18.252,16.61,14.614,15.226,16.832,16,12.986,12.979,14.525,14.018,13.251,11.525,12.904,13.032,12.299,11.02,12.402,12.371,11.188,6.862,9.457,9.807,8.37,10.221,10.162,11.787,11.914,10.878,9.666,8.814,9.008,6.3,8.389,6.714,9.552,8.502,6.851,9.709
11.933,12.346,10.792,18.191,19.138,17.169,12.38,16.452,21.276,21.833,19.111,12.053,15.947,19.194,19.142,15.142,13.11,14.929,17.5,16.911,14.027,12.773,14.676,16.414,15.101,12.671,12.381,14.007,15.482,13.745,11.644,10.805,13.886,14.727,12.519,10.18,11.064,13.993,13.782,12.733,8.25,11.974,14.187,13.287,12.165,7.592,12.506,13.685,12.847,11.425,11.432,13.85,14.726,13.621,12.46,13.006,14.586,14.938,14.056,13.052,14.767,16.234,15.991,16.03,15.561,17.259,18.079,18.856,18.481,17.783,18.41,18.999,18.456,17.737,16.031,16.923,17.005,17.305,17.021,17.567,18.164,18.281,17.943,16.163,17.933,18.527,18.852,18.468,16.61,16.236,17.186,17.387,16.894,14.668,15.093,15.998,16.217,16.255,13.008,15.781,16.091,15.74,15.861,15.15,16.119,16.468,17.158,15.333,16.862,17.266,17.218,16.745,9.759,15.649,16.828,17.67,17.438,14.9,15.75,16.129,16.783,16.642,14.738,15.579,16.185,17.571,17.181,16.054,16.016,17.258,17.432,16.217,14.458,12.168,14.515,15.011,14.128,13.235,11.395,13.042,12.622,11.915,10.661,8.445,9.634,8.818,8.446,8.49,10.051,8.437
11.423,13.005,17.441,18.431,15.974,16.419,20.774,21.033,17.946,17.755,20.688,20.434,16.818,16.93,18.649,17.317,12.408,13.966,15.952,14.604,13.492,16.844,17.066,14.833,11.493,14.451,14.709,10.271,14.052,15.475,14.17,11.737,14.192,14.603,12.989,10.508,12.449,13.457,12.264,12.257,14.092,14.141,12.901,12.311,13.951,13.936,10.341,14.96,15.123,13.872,10.7,13.851,14.429,13.973,14.48,15.591,15.442,15.182,13.897,15.851,16.451,15.901,17.579,17.945,17.694,15.072,15.625,15.486,15.927,15.452,17.49,17.514,16.532,16.065,16.89,16.705,15.278,16.635,17.044,16.796,10.596,16.02,13.597,13.97,13.77,13.748,14.144,13.453,12.902,14.151,12.591,12.387,5.293,12.334,13.254,12.563,13.018,13.561,13.793,12.591,12.55,13.86,13.564,12.59,14.149,12.404,13.072,12.645,11.602,14.135,14.041,13.987,15.41,15.297,13.691,14.085,14.717,14.624,12.16,14.192,14.54,14.441,12.645,14.1,14.828,14.289,12.073,14.671,15.259,15.32,13.791,14.956,14.529,10.725,13.26,12.993,12.116,11.423,11.07,11.212,11.835,11.976,11.767,11.342,11.367,11.609,11.221,10.859,10.764,10.487
12.564,12.366,19.322,20.868,18.891,15.111,21.133,22.508,20.869,17.748,20.74,22.109,20.089,13.992,17.755,18.943,17.381,12.825,17.095,17.46,16.064,13.512,14.684,14.932,14.177,14.379,15.316,15.968,8.457,13.958,15.332,14.951,12.403,13.504,15.024,14.358,11.886,13.505,15.359,14.101,11.282,14.148,15.852,13.961,12.784,14.906,15.716,13.805,13.828,15.607,16.277,13.763,15.366,16.497,16.998,13.987,15.911,17,17.462,13.798,16.127,17.937,18.207,13.58,16.955,18.92,19.162,15.807,17.974,19.061,19.264,17.604,17.893,17.91,18.261,15.988,15.838,17.305,17.817,16.278,15.765,18.147,18.628,17.75,18.193,18.966,19.135,18.602,19.105,18.83,18.25,18.167,18.787,18.095,17.793,18.516,18.44,17.053,17.169,17.464,17.601,17.238,16.203,17.739,17.578,17.459,16.682,17.868,18.41,18.515,18.215,17.464,18.638,18.857,18.718,18.539,19.356,18.796,18.924,18.853,19.471,18.687,17.749,15.661,17.179,17.536,17.296,18.13,18.153,16.817,15.006,15.799,15.171,13.154,14.903,15.23,14.51,14.6,15.038,14.706,9.775,10.093,13.953,14.018,11.888,12.47,13.745,10.745,10.825,11.91
9.329,5.858,16.665,18.505,16.873,13.554,19.439,21.342,19.937,15.555,18.648,20.687,19.608,16.141,16.481,18.476,17.13,14.329,12.851,16.397,15.17,12.146,15.325,16.787,16.168,12.873,13.468,14.893,14.925,13.154,13.819,15.156,14.178,12.401,12.152,13.344,13.203,10.6,13.375,13.369,13.455,10.531,11.21,12.458,12.901,12.009,13.485,13.853,12.915,11.712,12.174,13.067,13.561,10.6,14.287,13.837,14.194,12.621,13.133,13.413,14.043,12.698,14.733,14.596,14.535,14.251,15.854,15.151,16.82,15.268,18.072,17.883,17.245,17.93,18.876,18.642,18.223,15.06,18.293,18.155,17.374,17.703,19.166,18.605,17.53,15.028,17.343,17.235,15.313,15.801,16.736,16.288,15.26,12.548,15.172,15.647,14.081,14.249,15.512,15.514,14.48,11.275,14.717,15.23,13.781,13.472,15.327,15.668,14.66,12.405,14.79,15.896,14.897,13.861,16.24,16.963,16.196,13.629,15.363,17.301,16.627,14.837,17.038,17.815,17.139,14.467,14.201,16.209,15.37,12.59,14.278,13.36,12.965,12.084,12.601,13.197,12.975,13.341,13.067,11.458,10.865,12.188,11.91,11.131,8.3,9.267,8.993,5.697,8.929,8.575
10.996,10.404,17.587,18.928,17.046,12.963,20.229,21.468,19.294,15.23,20.133,20.719,17.997,14.632,17.607,18.397,15.818,12.967,16.544,17.301,14.255,13.191,16.161,16.473,12.999,13.235,15.561,15.936,11.911,12.383,15.296,15.699,11.673,13.357,15.056,14.989,9.07,13.067,14.818,14.756,11.071,13.349,15.321,14.809,10.993,13.719,15.582,15.001,12.552,14.113,15.675,14.811,12.169,14.494,15.918,14.686,13.46,15.063,16.343,14.639,13.976,16.078,17.554,15.608,15.629,17.69,19.345,17.342,16.496,19.226,20.287,18.946,17.625,19.343,19.738,17.438,17.632,19.72,19.793,17.462,18.507,20.108,19.736,17.035,17.045,18.864,18.628,15.424,16.52,17.901,17.453,13.31,15.676,17.391,16.938,12.578,16.106,17.311,16.517,12.851,16.19,17.346,16.267,13.4,16.878,17.764,16.526,14.569,17.801,18.548,17.147,15.858,18.733,19.231,17.757,15.679,18.623,19.199,17.463,16.153,18.487,18.838,16.706,16.477,18.524,18.486,15.911,16.687,17.682,17.316,14.085,14.94,16.36,15.688,10.051,14.528,14.83,13.87,11.905,12.073,13.281,12.201,11.09,12.368,12.722,10.944,11.248,10.594,11.898,11.505
13.17,16.4,18.807,17.366,18.425,20.449,18.985,19.806,21.481,21.014,19.326,21.841,20.83,19.001,19.159,18.268,16.212,17.02,16.244,15.338,16.503,17.149,16.937,16.949,16.666,15.785,16.735,15.349,12.15,15.361,14.944,14.756,15.829,15.188,13.506,15.313,15.092,13.998,15.174,14.132,14.025,15.15,13.628,13.967,14.762,14.209,14.418,15.664,12.863,15.414,16.044,15.026,15.791,16.83,16.151,16.215,17.641,17.28,16.322,18.564,18.144,14.434,17.48,16.459,16.011,16.272,14.647,15.866,16.573,13.918,12.342,15.145,13.215,15.156,16.63,12.809,15.053,17.364,14.449,17.235,17.821,16.959,16.413,18.76,16.137,17.035,17.545,14.449,15.818,16.709,14.008,15.672,16.271,14.168,15.685,16.504,14.846,15.707,17.163,15.737,15.859,17.317,16.171,15.986,17.579,16.774,17.557,18.372,16.847,15.72,17.655,16.652,15.56,17.085,17.422,14.996,16.526,16.61,13.929,15.813,15.898,14.592,15.235,15.481,14.268,15.134,15.792,14.573,16.007,14.876,12.622,14.953,14.791,12.783,13.942,13.279,12.655,13.371,12.881,9.984,12.742,11.559,11.656,12.513,11.926,11.988,13.481,13.401,11.232,13.803
9.403,10.58,13.669,18.278,18.857,15.66,11.178,17.636,20.649,20.039,15.438,13.47,19.008,20.745,19.032,9.02,12.459,17.065,17.604,14.353,10.572,14.204,17.431,16.603,11.383,10.225,14.821,16.39,14.253,8.835,5.845,15.096,15.235,12.24,10.887,12.071,14.845,14.008,9.407,10.485,13.664,14.761,12.502,7.605,11.614,14.355,14.742,11.574,10.796,13.125,15.27,14.132,10.852,11.373,14.792,15.816,13.169,8.725,12.109,16.667,16.751,14.267,10.518,15.996,18.409,17.338,13.968,12.929,19.275,20.664,18.724,13.757,14.22,17.989,17.96,15.121,12.058,16.151,18.661,17.534,14.135,10.482,17.992,19.01,16.652,13.32,15.528,19.719,19.714,17.364,14.894,17.592,19.992,19.09,15.864,11.619,18.004,19.059,16.671,12.578,14.328,18.371,18.394,16.056,13.534,15.523,18.328,17.627,15.069,12.25,15.709,17.026,14.332,11.192,10.533,14.178,14.243,11.468,9.39,9.532,13.7,12.463,11.829,9.057,10.81,10.481,9.273,11.322,7.218,8.669,8.278,9.565,9.832,8.137,10.558,10.384,9.776,9.301,9.179,11.433,7.486,8.904,10.856,10.642,8.65,9.031,9.765,8.604,9.465,8.759
7.524,11.828,17.376,18.314,15.609,17.282,21.176,21.267,17.457,17.79,20.401,19.41,14.573,17.093,18.716,17.248,11.294,15.57,16.447,13.62,12.518,16.286,16.617,13.174,11.117,15.225,14.311,11.371,12.925,14.62,13.014,8.433,13.883,14.509,12.985,10.448,13.552,13.873,9.342,12.033,14.283,14.155,10.539,11.959,14.328,12.172,9.489,13.718,15.117,12.747,11.378,14.956,14.952,13.153,13.361,16.424,16.544,14.865,15.468,18.88,19.363,18.042,17.222,18.229,17.264,15.365,15.366,17.208,16.324,12.57,15.697,16.642,15.541,12.735,16.067,16.968,16.054,13.547,15.576,14.066,11.989,13.803,14.665,13.187,11.792,13.75,13.414,12.481,11.287,13.291,12.202,9.843,12.082,13.956,12.203,11.872,13.31,13.323,9.988,11.062,14.73,15.944,15.131,12.38,15.444,15.071,10.5,11.432,14.108,13.074,10.714,10.641,10.043,9.09,7.243,7.354,8.315,10.6,9.708,10.074,10.291,7.93,6.348,7.895,7.334,7.924,6.988,8.144,7.745,8.668,9.394,7.85,7.617,7.789,7.249,9.056,8.543,5.436,8.59,7.589,8.525,10.151,11.359,8.538,8.721,11.528,11.567,10.805,12.677,14.455
11.646,10.741,12.022,17.9,19.537,18.004,13.019,15.66,20.897,22.253,20.386,15.517,15.832,19.456,20.431,18.213,13.678,14.053,17.505,18.471,16.599,12.702,11.151,14.531,15.259,13.757,12.232,11.997,14.329,14.774,12.989,10.207,11.074,13.161,14.003,13.383,11.499,10.498,12.029,12.649,11.814,11.476,12.32,14.413,15.419,14.844,13.863,12.895,14.338,14.523,13.02,13.071,15.136,16.398,16.715,16.257,15.534,16.761,17.759,16.622,15.804,16.199,16.573,18.05,17.93,16.491,15.232,15.127,13.574,14.122,15.594,15.969,9.849,14.98,14.108,13.173,12.778,11.775,13.022,13.018,13.607,13.474,11.257,12.357,11.762,9.616,10.592,11.029,12.995,12.83,13.297,12.985,10.386,11.857,11.419,8.784,11.617,12.564,12.94,12.149,11.474,11.145,6.885,8.131,10.025,11.742,11.023,11.293,13.028,13.313,12.035,12.806,13.045,13.058,13.922,13.161,13.414,13.42,9.784,12.155,12.252,12.319,9.131,11.321,10.173,7.869,8.534,10.932,10.858,8.899,10.723,12.476,13.005,12.583,11.585,9.333,12.095,11.258,10.44,9.032,8.235,6.953,7.642,6.189,5.583,7.796,7.259,7.768,5.491,7.532
8.88,10.045,17.672,18.903,16.618,16.24,20.99,21.689,18.92,19.447,22.262,21.983,18.245,16.077,19.404,19.451,15.81,16.379,18.47,18.005,14.141,14.654,16.908,16.152,11.447,16.19,17.856,16.653,13.57,15.383,16.494,14.931,13.361,15.858,16.67,15.033,14.308,15.945,16.338,14.543,14.406,16.116,16.186,14.05,15.642,17.028,16.957,14.416,16.179,17.272,16.942,11.856,17.795,18.708,18.241,14.753,19.421,20.244,19.489,18.049,21.294,22.061,21.273,17.292,20.682,20.57,19.618,17.996,20.766,20.897,19.685,18.294,19.725,19.842,19.057,18.425,17.719,17.529,16.325,17.312,17.187,17.215,15.962,16.888,16.255,16.502,15.095,16.561,16.18,16.082,15.702,16.575,16.464,16.311,16.054,16.703,16.562,15.693,16.9,17.129,17.27,15.349,18.15,18.091,18.362,15.695,19.539,19.617,19.305,18.026,18.919,18.49,17.766,16.135,18.285,17.488,16.966,16.22,17.592,16.824,16.654,16.522,17.508,16.753,16.026,17.011,17.544,17.044,15.737,17.856,18.019,17.321,14.987,18.155,18.097,17.298,12.338,17.712,17.127,15.712,12.722,15.787,15.457,14.941,15.489,17.038,16.938,15.49,16.323,17.189
9.787,12.098,17.057,17.759,14.329,16.348,19.794,19.615,16.293,19.274,21.239,20.025,17.482,17.503,18.905,16.784,15.104,17.188,17.126,14.404,14.729,16.268,15.694,14.072,13.372,15.477,14.207,13.149,14.08,14.883,12.364,13.303,14.489,13.973,12.661,12.395,14.124,12.662,12.979,13.339,14.317,12.624,13.466,13.763,13.918,14.037,13.676,15.179,14.308,15.458,15.203,15.806,14.878,16.021,15.908,16.949,17.859,18.183,18.412,18.789,19.539,18.623,17.763,17.191,18.377,17.595,17.195,17.736,18.326,17.277,17.747,18.729,17.042,17.926,17.907,18.005,16.465,15.473,15.895,15.992,10.818,13.149,15.017,15.419,13.665,13.558,14.708,14.106,9.577,13.602,15.043,13.335,12.636,14.454,15.395,13.039,12.339,15.264,14.985,11.995,13.981,16.379,15.507,12.39,16.223,17.306,14.189,13.395,18.137,18.757,16.652,14.901,17.559,16.648,13.639,15.696,17.435,16.154,13.533,15.666,16.176,13.908,11.744,14.866,14.868,12.563,12.801,14.141,14.231,13.106,11.478,12.965,10.694,7.61,9.777,8.002,7.791,7.476,6.271,7.847,6.983,8.155,8.641,7.848,8.336,7.859,8.352,5.634,7.907,7.176
9.034,6.977,14.555,17.278,16.409,10.463,15.439,18.973,18.892,15.045,13.229,19.271,19.831,16.888,6.897,14.71,16.109,14.114,9.96,13.59,15.575,14.318,9.593,10.308,12.714,12.579,8.338,9.223,12.854,12.758,9.265,6.448,10.204,10.58,7.118,7.478,9.329,10.942,8.973,4.965,9.378,11.698,10.211,6.205,7.995,10.214,8.325,5.499,6.498,11.405,11.645,6.583,6.776,11.518,12.041,8.093,7.997,11.856,13.415,11.412,9.889,13.026,15.128,13.575,12.562,14.43,17.123,16.542,14.651,13.041,17.526,17.486,14.302,12.828,15.682,16.764,14.709,13.72,15.721,16.641,14.684,13.931,16.778,17.97,16.583,13.476,15.231,16.54,15.224,12.075,11.836,16.067,16.321,14.027,10.671,13.49,13.996,11.448,11.005,13.667,15.428,14.313,11.827,12.345,14.711,13.349,11.453,12.896,16.176,15.641,13.126,12.251,16.919,17.051,14.168,10.987,16.336,16.348,12.48,11.475,15.26,16.774,15.348,13.111,12.887,16.17,15.292,12.71,11.722,14.26,14.163,11.706,10.735,11.66,12.867,11.377,10.365,9.345,11.73,9.542,10.239,6.242,11.14,11.334,6.975,7.243,10.561,9.828,8.458,7.732
11.285,10.683,16.613,17.402,14.737,15.277,19.205,19.402,15.932,18.222,20.765,20.331,16.879,16.534,18.046,16.394,11.386,15.413,16.359,13.811,11.225,15.08,15.332,12.433,12.997,14.884,14.369,11.415,12.69,13.775,12.896,10.605,13.406,13.775,12.058,9.812,12.819,13.065,11.655,11.702,13.373,12.569,11.092,11.249,12.727,12.107,12.039,13.159,13.651,10.925,10.023,13.353,13.272,12.946,12.351,14.616,14.023,12.59,13.896,15.276,14.994,15.322,16.601,17.661,17.159,15.046,17.209,16.983,15.811,14.439,16.849,16.555,15.715,16.361,16.777,16.004,15.231,17.18,17.646,17.046,13.249,16.878,16.51,15.361,13.362,15.355,15.232,14.317,13.799,15.084,13.966,13.782,13.298,14.495,14.346,13.686,14.605,14.811,14.173,13.318,14.458,14.735,15.026,14.606,15.707,15.211,15.391,15.27,16.131,16.811,16.437,17.038,17.321,16.723,14.555,16.372,15.924,17.104,15.756,17.234,16.405,15.13,15.524,15.465,16.13,16.013,15.04,16.109,14.533,13.75,13.897,13.627,15.337,13.649,14.692,14.519,12.422,12.732,12.741,13.975,13.914,11.505,12.83,11.55,9.301,8.825,6.838,9.839,8.335,8.008
6.912,1.794,15.842,17.606,16.039,10.292,18.665,20.188,18.397,14.6,19.371,20.541,18.523,13.308,16.246,17.839,16.33,12.233,13.599,15.844,14.847,10.057,13.237,15.211,13.91,9.661,11.93,13.927,12.962,10.294,12.265,14.417,13.535,8.275,11.443,13.947,12.811,9.433,12.019,13.68,12.892,9.707,11.298,13.271,12.695,7.416,11.377,13.716,12.801,10.151,11.646,14.198,13.942,11.209,12.25,14.346,14.018,10.932,12.54,15.758,16.082,15.062,14.994,16.431,17.975,17.586,16.807,18.438,19,17.492,15.848,17.581,18.313,17.114,15.908,17.56,18.194,17.412,13.771,16.193,17.245,15.539,14.031,16.334,16.165,10.738,13.07,15.555,15.585,12.861,13.325,15.325,15.006,13.137,13.768,15.341,15.763,14.783,12.523,15.747,15.716,15.013,10.526,15.943,16.297,15.513,14.246,15.773,15.91,14.069,14.051,15.92,15.721,13.685,13.366,15.239,14.982,12.915,13.193,14.972,14.577,12.667,11.425,13.106,12.805,10.708,8.216,10.224,8.878,7.016,6.98,7.356,5.95,4.6,7.504,8.418,8.222,6.591,5.216,6.474,7.054,6.844,6.643,5.69,5.748,7.721,7.942,7.401,5.83,4.906
13.673,11.498,17.408,18.189,15.211,17.335,20.55,20.517,17.505,18.569,20.91,20.314,15.951,18.488,19.479,16.992,15.569,17.314,17.423,14.607,15.614,17.675,16.615,14.412,16.181,16.546,14.862,13.535,15.204,15.134,13.574,14.205,14.605,14.525,9.999,13.078,14.035,12.992,12.611,13.543,14.271,9.918,12.755,14.521,13.651,11.524,14.039,14.527,12.999,12.252,14.775,14.254,12.836,13.871,14.938,14.009,11.602,14.922,15.118,13.622,12.777,15.925,15.316,13.299,15.245,16.911,15.8,8.961,17.778,17.964,15.286,17.688,19.677,18.869,16.087,16.956,18.976,17.883,13.586,17.926,18.555,16.338,16.025,18.989,18.793,16.759,18.046,18.98,17.544,15.241,16.794,18.201,16.7,13.657,16.018,15.915,13.772,13.596,16.01,16.029,12.526,14.767,15.689,14.991,12.543,14.793,15.829,14.203,13.868,15.643,15.452,13.541,14.969,16.188,15.395,13.686,16.424,16.889,15.571,15.706,16.977,16.844,15.564,16.268,17.266,17.068,16.054,16.549,16.572,15.885,15.148,16.385,16.191,15.481,15.182,15.641,14.773,13.903,14.957,14.755,15.138,14.405,15.29,14.52,13.922,13.364,13.528,13.289,11.701,12.526
8.269,10.237,16.052,17.736,16.131,12.068,17.884,19.596,17.975,16.114,21.242,22.188,19.878,14.562,17.196,18.45,16.716,10.515,13.744,15.526,14.212,12.124,15.484,16.121,12.524,11.192,14.68,15.29,13.714,9.682,12.835,11.627,11.499,8.332,13.186,14.556,13.214,10.252,11.815,13.706,11.669,12.481,13.678,15.063,13.47,12.198,12.322,14.315,13.196,13.704,14.681,15.545,14.662,14.037,15.172,16.134,15.36,15.012,16.619,17.573,16.583,15.356,17.932,19.043,18.831,16.166,17.512,18.049,16.579,17.086,17.429,18.392,17.314,15.897,17.576,18.26,17.471,16.061,14.54,15.8,13.948,14.097,13.005,14.479,14.166,13.847,9.849,14.419,14.835,14.444,6.448,13.495,13.831,14.076,13.093,14.768,14.904,14.767,13.154,14.993,14.62,15.333,14.47,16.215,15.689,16.537,16.411,17.373,16.764,16.535,16.418,15.975,14.945,14.802,12.393,12.474,9.693,10.678,11.523,11.113,10.682,10.248,8.933,7.577,6.118,8.242,8.757,7.963,9.753,9.852,7.428,8.755,10.434,9.938,7.268,9.573,9.74,8.361,9.092,6.833,8.338,2.16,7.781,7.666,6.002,8.226,8.003,8.435,9.494,10.328
